text,indices
"w Polkowicach, ul. Strefowa 6. (Rb 38/2016)","{'entities': [(19, 29, 'street_full')]}"
"Adres siedziby: Al. Roździeńskiego 188 d, 40-203 Katowice, Polska","{'entities': [(42, 57, 'city_postal')]}"
"Siedziba: Kiełpin, ul. Ogrodowa 27/29 05-092 Łomianki","{'entities': [(23, 37, 'street_full'), (38, 53, 'city_postal')]}"
"ul. Traugutta 42A, 05-825 Grodzisk Mazowiecki","{'entities': [(4, 16, 'street_full'), (19, 45, 'city_postal')]}"
"ATAL Wykonawstwo Spółka z ograniczoną odpowiedzialnością z siedzibą w Cieszynie, ul. Stawowa 27,","{'entities': [(85, 95, 'street_full')]}"
"w Warszawie przy al. Jana Pawła II 12, 00-124 Warszawa. Spółka została zarejestrowana przez Sąd","{'entities': [(21, 37, 'street_full'), (17, 37, 'street_full'), (39, 54, 'city_postal')]}"
"al. Jana Pawła II 12, 00-124 Warszawa. Spółka została zarejestrowana przez Sąd Rejonowy dla m. st.","{'entities': [(4, 20, 'street_full'), (0, 20, 'street_full'), (22, 37, 'city_postal')]}"
"ul. Adama Naruszewicza 27 lok. 101, 02-627 Warszawa","{'entities': [(0, 25, 'street_full'), (36, 51, 'city_postal')]}"
"z siedzibą w Warszawie, ul. Franciszka Klimczaka 1 , która powstała z przekształcenia Erbud Spółka z ograniczoną","{'entities': [(39, 50, 'street_full'), (24, 50, 'street_full')]}"
"Poraj, ul. Zielona 26 wpisana do KRS pod numerem 0000071799. Spółka posiada NIP 584-030-43-83","{'entities': [(7, 21, 'street_full')]}"
"Adres siedziby: ul. Gajowa 31, 83-251 Pinczyn","{'entities': [(20, 29, 'street_full'), (31, 45, 'city_postal')]}"
"Wrocław, ul. Teatralna 10-12.Spółka jest wpisana do Rejestru Przedsiębiorców Krajowego Rejestru Sądowego prowadzonego przez Sąd","{'entities': [(13, 28, 'street_full')]}"
SKONSOLIDOWANE SPRAWOZDANIE Z SYTUACJI FINANSOWEJ GRUPY KAPITAŁOWEJ OEX S.A. ______________________________________5,"{'entities': [(68, 76, 'company')]}"
"W skład Grupy Kapitałowej OEX S.A. wchodzą OEX S.A., będąca jednostką dominującą oraz spó łki","{'entities': [(26, 34, 'company'), (43, 51, 'company')]}"
ul. Sienna 73,"{'entities': [(0, 13, 'street_full'), (4, 13, 'street_full')]}"
W działalności Grupy Kapitałowej MUZA SA można wyodrębnić następujące segmenty,"{'entities': [(33, 40, 'company')]}"
podmiotu dominującego jak i Grupy Kapitałowej MUZA SA.,"{'entities': [(46, 53, 'company')]}"
"W okresie objętym sprawozdaniem, w dniu 29 czerwca 2016 roku, Emitent uzyskał kontrolę nad spółką ECommerce Próchnik sp. z o.o. z siedzibą w Łodzi, 93-124, przy ul. Kilińskiego 228, zarejestrowaną w Sądzie","{'entities': [(165, 180, 'street_full')]}"
"02-797 Warszawa, ul. Klimczaka 1","{'entities': [(21, 32, 'street_full'), (0, 15, 'city_postal')]}"
"połączenia Spółki Vistal Gdynia Spółka Akcyjna z siedzibą w Gdyni, adres: ul. Hutnicza 40, 81-061 Gdynia,","{'entities': [(78, 89, 'street_full'), (91, 104, 'city_postal')]}"
"adres: ul. Hutnicza 40, 81-061 Gdynia, REGON: 190522969, NIP: 5830003993, wpisanej do rejestru przedsiębiorców","{'entities': [(11, 22, 'street_full'), (24, 37, 'city_postal')]}"
"na godz. 11:00 w Gdyni, przy ul. Hutniczej 40, 81-061 Gdynia (sala konferencyjna Działu Finansowego Vistal Gdynia","{'entities': [(47, 60, 'city_postal')]}"
"Walnego Zgromadzenia przy ul. Hutniczej 40, 81-061 Gdynia (sala konferencyjna Działu Finansowego Vistal Gdynia SA)","{'entities': [(44, 57, 'city_postal')]}"
"przedsiębiorców połączenia Spółki VISTAL Gdynia Spółka Akcyjna z siedzibą w Gdyni, adres: ul. Hutnicza 40, 81-061","{'entities': [(94, 105, 'street_full')]}"
"ul. Padlewskiego 18 C, 09-402 Płock","{'entities': [(23, 35, 'city_postal')]}"
"rachunkowości oraz odzwierciedlają w sposób prawdziwy, rzetelny i jasny sytuację majątkową i FON S.A.","{'entities': [(93, 101, 'company')]}"
"sprawie: podziału spółek FON SA, ELKOP SA, INVESTMENT FRIENDS CAPITAL SA, ATLANTIS SA, RESBUD SA,","{'entities': [(25, 31, 'company'), (74, 85, 'company')]}"
"- INVESTMENT FRIENDS CAPITAL Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(73, 89, 'street_full'), (91, 103, 'city_postal')]}"
"jako Spółkami Dzielonymi, oraz spółką IFERIA S.A. z siedzibą w Płocku, przy ul. Padlewskiego 18c, 09-402 Płock,","{'entities': [(80, 96, 'street_full'), (98, 110, 'city_postal')]}"
"Walnego Zgromadzenia, które odbyło w siedzibie Spółki w Płocku przy ul. Padlewskiego 18C.","{'entities': [(72, 88, 'street_full')]}"
"notowanych na NewConnect. Pełni funkcję: Członka Rad Nadzorczych w podmiotach: FLY.PL S.A., FON S.A.,","{'entities': [(92, 100, 'company')]}"
"Emitent – FON Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock, wpisana do","{'entities': [(58, 74, 'street_full'), (76, 88, 'city_postal')]}"
"INVESTMENT FRIENDS CAPITAL Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(71, 87, 'street_full'), (89, 101, 'city_postal')]}"
 Wyposażenie biura w siedzibie FON S.A. ul. Padlewskiego 18C,"{'entities': [(32, 40, 'company'), (45, 61, 'street_full')]}"
"biurowej w Płocku przy ul. Padlewskiego 18C, obowiązująca na czas nieokreślony.","{'entities': [(27, 43, 'street_full')]}"
Prawa wynikające z wyroków oraz egzekucje komornicze prowadzone na wniosek FON S.A.,"{'entities': [(75, 83, 'company')]}"
"jej jest Łomża, ul. Poznańska 121.","{'entities': [(16, 33, 'street_full')]}"
"58-573 Piechowice, ul. Jeleniogórska 7","{'entities': [(23, 38, 'street_full'), (0, 17, 'city_postal')]}"
"Adres siedziby: 03-216 Warszawa, ul. Modlińska 6","{'entities': [(37, 48, 'street_full'), (16, 31, 'city_postal')]}"
"ZPUE Spółka Akcyjna z siedzibą we Włoszczowie, ul. Jędrzejowska 79c, 29-100 Włoszczowa, której przedmiotem działalności","{'entities': [(51, 67, 'street_full'), (69, 86, 'city_postal')]}"
"ustaliły, że za przeprowadzenie badania jednostkowego i skonsolidowanego sprawozdania finansowego za 2016 rok ZPUE S.A.","{'entities': [(110, 119, 'company')]}"
"Kapitał zakładowy tej spółki na dzień 30 czerwca 2016 r. wynosił 85.000.000,00 rubli. Na koniec I półrocza 2016 r. ZPUE S.A.","{'entities': [(115, 124, 'company')]}"
"tym samym obniżeniem kapitału zakładowego spółki ZPUE Holding sp. z o.o., jedynym wspólnikiem tej spółki została ZPUE S.A.","{'entities': [(113, 122, 'company')]}"
W okresie sprawozdawczym nie nastąpiło połączenie spółek. W dniu 7 kwietnia 2016 r. ZPUE S.A. podjęła uchwały o reorganizacji,"{'entities': [(84, 93, 'company')]}"
Śródroczne skonsolidowane sprawozdanie finansowe Grupy Kapitałowej ZPUE S.A. obejmuje dane spółki dominującej: ZPUE S.A.,"{'entities': [(67, 76, 'company'), (111, 120, 'company')]}"
Za sporządzenie i prezentację skonsolidowanego sprawozdania finansowego odpowiada Zarząd ZPUE S.A..,"{'entities': [(89, 98, 'company')]}"
"rok ZPUE S.A. zapłaci 42,5 tys. zł. netto, natomiast za przeprowadzenie przeglądu półrocznego jednostkowego i","{'entities': [(4, 13, 'company')]}"
"83 oraz Wolności 191, Katowicach przy ul. Wandy oraz Dąbrowie Górniczej przy ul. Roździeńskiego 3. (rb 11/2016 z dnia 26","{'entities': [(8, 20, 'street_full')]}"
"Siedziba Spółki dominującej mieści się przy ul. Szarych Szeregów 27 w Poznaniu, 60-462. Podstawowe miejsce","{'entities': [(48, 67, 'street_full')]}"
Spółka RAFAKO S.A. w Konsorcjum firm: RAFAKO S.A. (Lider Konsorcjum) i MOSTOSTAL WARSZAWA S.A. realizuje,"{'entities': [(71, 94, 'company')]}"
13. Określenie łącznej liczby i wartości nominalnej wszystkich akcji TIM SA oraz akcji TIM SA,"{'entities': [(69, 75, 'company'), (87, 93, 'company')]}"
"Stargardzkiej 8 a. Bank Handlowy w Warszawie SA pozytywnie rozpatrzył wniosek TIM SA, o","{'entities': [(78, 84, 'company'), (19, 47, 'company')]}"
akcji TIM SA oraz akcji TIM SA będących w posiadaniu osób,"{'entities': [(6, 12, 'company'), (24, 30, 'company')]}"
Akcje TIM SA będące w posiadaniu osób zarządzających i nadzorujących TIM SA na dzień,"{'entities': [(6, 12, 'company'), (69, 75, 'company')]}"
" Oddział w Warszawie - IT, mieszczący się przy ul. Jutrzenki 116 w Warszawie.","{'entities': [(52, 65, 'street_full')]}"
"Siedziba: 03 –301 Warszawa, ul. Jagiellońska 76","{'entities': [(32, 47, 'street_full')]}"
"publikacji raportu Boryszew Spółka Akcyjna nabyła łącznie 1.000.000 sztuk akcji własnych o wartości nominalnej 1,00 zł","{'entities': [(19, 42, 'company')]}"
"*Od 4 lipca 2016 roku jednostka dominująca – APS Energia S.A. działalność operacyjną prowadzi pod adresem ul. Strużańska 14,","{'entities': [(110, 123, 'street_full')]}"
kwoty 45 mln zł na nieruchomościach położonych w Wieluniu przy ul. Baranowskiego 10A oraz,"{'entities': [(67, 84, 'street_full')]}"
"siedzibą w Wieluniu (adres: ul. Baranowskiego 10A, 98-300 Wieluń), wpisanej do rejestru","{'entities': [(32, 49, 'street_full'), (51, 64, 'city_postal')]}"
WYBRANE SKONSOLIDOWANE DANE iALBATROS GROUP S.A. ......................................................................................................6,"{'entities': [(28, 48, 'company')]}"
SPRAWOZDANIE FINANSOWE iALBATROS GROUP S.A. ................................................................................................................16,"{'entities': [(23, 43, 'company')]}"
"iAlbatros Group Spółka Akcyjna z siedzibą w Warszawie, ul. Jutrzenki 183, 02-231 Warszawa tworzy grupę","{'entities': [(59, 72, 'street_full'), (74, 89, 'city_postal')]}"
"STAR ITS Spółka z ograniczoną odpowiedzialnością z siedzibą w Gdańsku, Al. Grunwaldzka 472B.","{'entities': [(75, 90, 'street_full')]}"
"Gdańska 160, 85-674 Bydgoszcz, Polska","{'entities': [(0, 11, 'street_full'), (13, 29, 'city_postal')]}"
"Nowogrodzka 50/54 lok. 428, 00-695 Warszawa, Polska","{'entities': [(28, 43, 'city_postal')]}"
"Vivid Games S.A. z siedzibą w Bydgoszczy, ul. Gdańska 160, 85-674 Bydgoszcz, wpisana do rejestru przedsiębiorców Krajowego Rejestru Sądowego prowadzonego","{'entities': [(46, 57, 'street_full'), (59, 75, 'city_postal')]}"
POZEW O ZAPŁATĘ WNIESIONY PRZEZ JAROSŁAWA MIKOSA PRZECIWKO MAGNA POLONIA S.A.,"{'entities': [(59, 77, 'company')]}"
POZEW O ZAPŁATĘ WNIESIONY PRZEZ EMITEL SP. Z O.O. PRZECIWKO MAGNA POLONIA S.A.,"{'entities': [(60, 78, 'company')]}"
"Plac Europejski 1, 00-844 Warszawa","{'entities': [(0, 17, 'street_full'), (19, 34, 'city_postal')]}"
"00-193 Warszawa, ul. Stawki 2","{'entities': [(21, 29, 'street_full'), (0, 15, 'city_postal')]}"
- REGNON Spółka Akcyjna w Katowicach,"{'entities': [(2, 23, 'company')]}"
"ul. Papiernicza 7E, 92-312 Łódź","{'entities': [(4, 18, 'street_full'), (0, 17, 'street_full'), (4, 17, 'street_full'), (20, 31, 'city_postal')]}"
"REDWOOD HOLDING S.A., ul. Papiernicza 7E, 92-312 Łódź","{'entities': [(26, 40, 'street_full'), (22, 39, 'street_full'), (26, 39, 'street_full'), (42, 53, 'city_postal')]}"
ul. Papiernicza 7E,"{'entities': [(4, 18, 'street_full'), (0, 17, 'street_full'), (4, 17, 'street_full')]}"
"ulicy Przybyszewskiego 176/178, weksel in","{'entities': [(6, 30, 'street_full')]}"
Łódź. Obecny adres Spółki to: ul. Papiernicza 7E 92-312 Łódź.,"{'entities': [(34, 48, 'street_full'), (30, 47, 'street_full'), (34, 47, 'street_full'), (49, 60, 'city_postal')]}"
"przy ulicy Przybyszewskiego 176/178 w Łodzi, składającą się obiektu biurowego","{'entities': [(11, 35, 'street_full')]}"
"ul. Kluczborska 11, 41-503 Chorzów","{'entities': [(4, 18, 'street_full'), (20, 34, 'city_postal')]}"
"„Spółka”, „Jednostka Dominująca”) z siedzibą w Płocku przy ul. Chemików 7.","{'entities': [(63, 73, 'street_full')]}"
"Idea Bank S.A. z siedzibą w Polsce, w Warszawie, ul. Przyokopowa 33 został zarejestrowany przez","{'entities': [(53, 67, 'street_full')]}"
FAM SA z siedzibą we Wrocławiu przy ul. Avicenny 16 została powołana aktem notarialnym w dniu 16,"{'entities': [(40, 51, 'street_full')]}"
"ul. Kruczkowskiego 39, 41-813 Zabrze.","{'entities': [(0, 21, 'street_full'), (23, 36, 'city_postal')]}"
"Sp. z o.o. sp. k. z siedzibą w Warszawie 00-124, Rondo ONZ 1. Ernst & Young Audyt Polska Sp. z o.o.","{'entities': [(49, 60, 'street_full')]}"
"NIP: 6440011838, 41-200 Sosnowiec ul. Partyzantów 11, tel. +48 32 294 40 11 fax +48 32 263 39 07, sekretariat@cntsa.pl, www.cntsa.pl","{'entities': [(38, 52, 'street_full'), (17, 33, 'city_postal')]}"
"Pawła II 23, 00-854 Warszawa, wpisana do rejestru przedsiębiorców KRS prowadzonego","{'entities': [(13, 28, 'city_postal')]}"
"odpowiedzialnością z siedzibą w Sosnowcu przy ulicy Partyzantów 11, 41-200 Sosnowiec,","{'entities': [(52, 66, 'street_full'), (68, 84, 'city_postal')]}"
"się przy al. W. Witosa 31, 00-710 Warszawa. Spółka została wpisana do rejestru przedsiębiorców Krajowego","{'entities': [(27, 42, 'city_postal')]}"
" udział w publicznej emisji kolejnych serii obligacji spółki BEST SA - wartość sprzedaży to 150 mln PLN,","{'entities': [(62, 69, 'company')]}"
"PKO Bank Hipoteczny Spółka Akcyjna z siedzibą w Gdyni przy ul. Jerzego Waszyngtona 17, 81-342 Gdynia został wpisany w dniu","{'entities': [(63, 85, 'street_full'), (87, 100, 'city_postal')]}"
"Sanockie Zakłady Przemysłu Gumowego Stomil Sanok Spółka Akcyjna) z siedzibą w Sanoku, ulica Przemyska 24, w","{'entities': [(92, 104, 'street_full')]}"
SANOK RUBBER COMPANY SPÓŁKA AKCYJNA,"{'entities': [(0, 35, 'company')]}"
Rubber Company Spółka Akcyjna. Równocześnie dokonano zmiany adresu do korespondencji z ul. Reymonta 19,"{'entities': [(91, 102, 'street_full')]}"
"w Warszawie przy Al. Jana Pawła II 12, 00-124 Warszawa. Spółka została zarejestrowana przez Sąd","{'entities': [(21, 37, 'street_full'), (39, 54, 'city_postal')]}"
"Jednostki Dominującej jest Łódź, ul. Zbąszyńska 3.","{'entities': [(37, 49, 'street_full')]}"
"Akcyjna. Siedzibą Spółki jest Łódź, ul. Zbąszyńska 3.","{'entities': [(40, 52, 'street_full')]}"
"Siedziba Spółki mieści się przy ul. Flisa 4 w Warszawie, (kod pocztowy 02-247).","{'entities': [(36, 43, 'street_full')]}"
"Spółka akcyjna z siedzibą w Krotoszynie i adresem przy ul. Ostrowskiej 122, 63-700 Krotoszyn,","{'entities': [(76, 92, 'city_postal')]}"
"prowadzenia działalności przez Spółkę jest Gniezno, ul. Paderewskiego 25-35, 62-200.","{'entities': [(56, 75, 'street_full')]}"
"Gniezno ul. Paderewskiego 25-35, 62-200. Zmiana została zarejestrowana w Krajowym Rejestrze Sądowym dnia","{'entities': [(12, 31, 'street_full')]}"
"Gniezno. ul. Paderewskiego 25-35,","{'entities': [(13, 32, 'street_full')]}"
"gruntowej położonej w Gnieźnie przy ul. Paderewskiego 25-35, stanowiącej działkę o numerze","{'entities': [(40, 59, 'street_full')]}"
"29 czerwca 2001 roku (Repetytorium A Nr 1287/2001). Siedzibą Jednostki dominującej jest Warszawa, ul Grójecka 17. Jednostka","{'entities': [(101, 112, 'street_full')]}"
zastaw rejestrowy w wysokości 820 tys.PLN na zbiorze maszyn i urządzeń zlokalizowanych pod adresami P-na ul. Górnośląska 11 i,"{'entities': [(109, 123, 'street_full')]}"
"nieruchomości w P-nie ul.Górnośląska 11 KW 22605, c)cesja wierzytelności z umowy ubezpieczenia d) hipoteka do","{'entities': [(25, 39, 'street_full')]}"
Na przełomie grudnia 2016 r. i stycznia 2017 r. przeprowadzono audyt energetyczny w RAWLPLUG S.A. oraz,"{'entities': [(84, 97, 'company')]}"
W ramach projektu realizującego strategię rozwoju Grupy w RAWLPLUG S.A. nastąpi relokacja poszczególnych,"{'entities': [(58, 71, 'company')]}"
"W roku 2016 z inicjatywy działu badawczo-rozwojowego w Koelner Rawlplug IP Sp. z o.o. w RAWLPLUG S.A.,","{'entities': [(88, 101, 'company')]}"
Farmlord Trading Ltd oraz Meadowfolk Holdings Ltd podlegały pełnej metodzie konsolidacji oraz RAWLPLUG S.A.,"{'entities': [(94, 107, 'company')]}"
W poniższej tabeli przedstawiono transakcje spółek wchodzących w skład Grupy Kapitałowej RAWLPLUG S.A.,"{'entities': [(89, 102, 'company')]}"
"Dom Maklerski INC Sp. z o.o. w likwidacji z siedzibą w Poznaniu, ul. Krasińskiego 16,","{'entities': [(69, 84, 'street_full')]}"
Dom Maklerski INC Spółka Akcyjna,"{'entities': [(14, 32, 'company')]}"
"Technology Sp. z o.o. Spółka posiada oddział w Krakowie przy ul. Prof. Michała Bobrzyńskiego 14, natomiast","{'entities': [(79, 95, 'street_full')]}"
"Siedziba: 30-348 Kraków, ul. Prof. Michała Bobrzyńskiego 14","{'entities': [(43, 59, 'street_full'), (10, 23, 'city_postal')]}"
"w Krakowie”. Adres oddziału Spółki: ul. Prof. Michała Bobrzyńskiego 14, 30-348 Kraków.","{'entities': [(54, 70, 'street_full'), (72, 85, 'city_postal')]}"
"Siedziba – 01-211 Warszawa, ul. Marcina Kasprzaka 2/8.","{'entities': [(11, 26, 'city_postal')]}"
"Siedziba: ul. Ostrobramska 86, 04-163 Warszawa","{'entities': [(14, 29, 'street_full'), (31, 46, 'city_postal')]}"
"finansowego Atende SA („Jednostka"") z si edzibą w Warszawie, ul. Ostrobramska 86,","{'entities': [(65, 80, 'street_full')]}"
"Siedziba: ul. Łużycka 8A, 81-537 Gdynia","{'entities': [(14, 24, 'street_full'), (26, 39, 'city_postal')]}"
przy ulicy Stawki 2.,"{'entities': [(11, 19, 'street_full')]}"
"00-124 Warszawa, al. Jana Pawła II 12","{'entities': [(21, 37, 'street_full'), (17, 37, 'street_full'), (0, 15, 'city_postal')]}"
"Siedziba wszystkich spółek z Grupy mieści się w Gdańsku, (80-308 Gdańsk, ul. Polanki 4). Czas trwania spółek z","{'entities': [(77, 86, 'street_full'), (58, 71, 'city_postal')]}"
"RAFAKO S.A. jest spółką akcyjną z siedzibą w Raciborzu, ul. Łąkowa 33, której akcje znajdują się w publicznym obrocie.","{'entities': [(56, 69, 'street_full')]}"
"r. podmiot uprawniony do badania sprawozdań finansowych: Ernst & Young Audyt Polska Sp. z o.o. Sp. K. z siedzibą w Warszawie przy ul. Rondo ONZ 1, wpisaną na","{'entities': [(134, 145, 'street_full')]}"
"ul. Gajowa 31, 83-251 Pinczyn","{'entities': [(4, 13, 'street_full'), (15, 29, 'city_postal')]}"
"Ostrów Mazowiecka, ul. Biała 1 – główna siedziba Spółki wraz z Zarządem oraz zakładem produkcyjnym;","{'entities': [(23, 30, 'street_full')]}"
"Work Service International Sp. z 53-413 Wrocław, ul.","{'entities': [(33, 47, 'city_postal')]}"
"(”Akcje”). Zastaw zabezpieczający Umowę zostanie ustanowiony do dnia 30 lipca 2018r. po wygaśnięciu zastawu na Akcjach, ustanowionego na rzecz konsorcjum banków BANK BGŻ BNP PARIBAS S.A,, BANK MILLENNIUM S.A., „BANK ZACHODNI","{'entities': [(161, 186, 'company')]}"
"siedzibą w Kuźni Raciborskiej, ul. Staszica 1. Spółka została utworzona w wyniku przekształcenia","{'entities': [(31, 45, 'street_full')]}"
" ODLEWNIA RAFAMET sp. z o.o., Kuźnia Raciborska, ul. Staszica 1,","{'entities': [(50, 64, 'street_full')]}"
"Siedzibą Spółki jest m. st. Warszawa, Al. Jerozolimskie 65/79, 00-697 Warszawa.","{'entities': [(38, 61, 'street_full'), (63, 78, 'city_postal')]}"
"zakładowy ZPUE Katowice S.A. wynosi 112.226,34 zł i dzieli się na 1.870.439 akcji o wartości 0,06 zł każda. ZPUE S.A. jest jedynym","{'entities': [(108, 117, 'company')]}"
• 18 udziałów w spółce Auto Sprzęt Sp. z o.o. w Katowicach o wartości łącznej 9 tys. zł. Posiadane przez ZPUE S.A. udziały,"{'entities': [(105, 114, 'company')]}"
93-120 Łódź ul. Przybyszewskiego 176/178,"{'entities': [(16, 40, 'street_full'), (0, 11, 'city_postal')]}"
"Siedziba: 58-100 Świdnica, ul. Stanisława Wokulskiego 11","{'entities': [(31, 56, 'street_full'), (10, 25, 'city_postal')]}"
Spółki mieści się w Nowym Sączu ul. Wyspiańskiego 3.,"{'entities': [(36, 51, 'street_full')]}"
Spółki mieści się w Nowym Sączu przy ul. Wyspiańskiego 3.,"{'entities': [(41, 56, 'street_full')]}"
